Name;element_cycle;pH_preference;real_5;;
[Acidovorax] ebreus;N;acidic to alkaline;out;;
Acetobacter;C, N;slightly acidic;2;;
Acetobacterium;C;slightly acidic;2;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4198145/;
Achromobacter;N;unknown;out;;
Achromobacter deleyi;N;unknown;out;;
Achromobacter denitrificans;N;unknown;out;;
Achromobacter insolitus;N;unknown;out;;
Achromobacter spanius;N;unknown;out;;
Achromobacter xylosoxidans;N;unknown;out;;
Acidibrevibacterium;unknown;acidic;1;;
Acidibrevibacterium fodinaquatile;unknown;acidic;1;;
Acidiferrobacter;Fe;unknown;out;;
Acidiferrobacter sp. SPIII_3;Fe;unknown;out;;
Acidihalobacter;Fe, S;acidic;1;;
Acidihalobacter aeolianus;Fe, S;acidic;1;;
Acidihalobacter ferrooxydans;Fe, S;acidic;1;;
Acidihalobacter yilgarnensis;Fe, S;acidic;1;;
Acidiphilium;Fe;acidic;1;;
Acidipropionibacterium;unknown;unknown;out;;
Acidisarcina;C;acidic;1;;
Acidisarcina polymorpha;C;acidic;1;;
Acidithiobacillus;Fe, S;acidic to neutral;2;;
Acidithiobacillus ferrivorans;Fe, S;acidic to neutral;2;;
Acidithiobacillus ferrooxidans;Fe, S;acidic to neutral;2;;
Acidobacteria bacterium;unknown;unknown;out;;
Acidobacteria bacterium Mor1;unknown;unknown;out;;
Acidobacterium;C, N;acidic;1;;
Acidobacterium capsulatum;C, N;acidic;1;;
Acidovorax;N;acidic to alkaline;out;;
Acidovorax antarcticus;N;acidic to alkaline;out;;
Acidovorax avenae;N;acidic to alkaline;out;;
Acidovorax carolinensis;N;acidic to alkaline;out;;
Acidovorax cattleyae;N;acidic to alkaline;out;;
Acidovorax citrulli;N;acidic to alkaline;out;;
Acidovorax monticola;N;acidic to alkaline;out;;
Acidovorax sp. 1608163;N;acidic to alkaline;out;;
Acidovorax sp. HDW3;N;acidic to alkaline;out;;
Acidovorax sp. JMULE5;N;acidic to alkaline;out;;
Acidovorax sp. JS42;N;acidic to alkaline;out;;
Acidovorax sp. KKS102;N;acidic to alkaline;out;;
Acidovorax sp. RAC01;N;acidic to alkaline;out;;
Acidovorax sp. T1;N;acidic to alkaline;out;;
Acinetobacter;C;acidic to slightly alkaline;2;;
Acinetobacter johnsonii;C;acidic to slightly alkaline;2;;
Acinetobacter junii;C;acidic to slightly alkaline;2;;
Acinetobacter lwoffii;C;acidic to slightly alkaline;2;;
Actinoalloteichus;;;;;
Actinobacteria bacterium IMCC19121;unknown;unknown;out;;
Actinobacteria bacterium IMCC26103;unknown;unknown;out;;
Actinobacteria bacterium IMCC26256;unknown;unknown;out;;
Actinomadura;C;unknown;out;;
Actinomyces;C;unknown;out;;
Actinomyces oris;C;unknown;out;;
Actinoplanes;C;neutral;3;;
Actinoplanes friuliensis;C;neutral;3;;
Actinopolymorpha;unknown;unknown;out;;
Actinopolymorpha singaporensis;unknown;unknown;out;;
Advenella;unknown;unknown;out;;
Advenella mimigardefordensis;unknown;unknown;out;;
Aeoliella;unknown;unknown;out;;
Aeoliella mucimassa;unknown;unknown;out;;
Aeromicrobium;unknown;unknown;out;;
Aeromonas;C;unknown;out;;
Aeromonas sp. CA23;C;unknown;out;;
Aerosticca;C;unknown;out;;
Aerosticca soli;C;unknown;out;;
Afipia;C, N;unknown;out;;
Afipia carboxidovorans;C, N;unknown;out;;
Afipia sp. GAS231;N;unknown;out;;
Agrobacterium;C;acidic to neutral;2;;
Agrobacterium rubi;C;acidic to neutral;2;;
Agrobacterium tumefaciens;C;acidic to neutral;2;;
Agrobacterium vitis;C;acidic to neutral;2;;
Agrococcus;unknown;unknown;out;;
Agromyces;C;unknown;out;;
Ahniella;unknown;unknown;out;;
Ahniella affigens;unknown;unknown;out;;
Akkermansia;contaminant;contaminant;out;;skin bacterium
Akkermansiaceae bacterium;contaminant;contaminant;out;;
Alcaligenes;C;neutral;3;;
Alcaligenes faecalis;C;neutral;3;;
Alcanivorax;C;neutral;3;;
Alcanivorax sp.;C;neutral;3;;
Algoriphagus;C;alkaline;5;;
Algoriphagus sp. Y33;C;alkaline;5;;
Alicycliphilus;C, N;neutral ;3;;
Alicycliphilus denitrificans;C, N;neutral ;3;;
Alicyclobacillus;unknown;acidic;1;;
Alistipes;C;unknown;out;;
Alloacidobacterium dinghuense;unknown;unknown;out;;
Allochromatium;unknown;unknown;out;;
Altererythrobacter;unknown;neutral;3;;
Alteromonas;contaminant;contaminant;out;;aquatic
Aminobacter;N;unknown;out;;
Aminobacter sp. MSH1;N;unknown;out;;https://www.mdpi.com/2076-2607/9/6/1332
Amycolatopsis;C;neutral to slightly alkaline;4;;
Anabaena;contaminant;contaminant;out;;
Anabaena cylindrica;contaminant;contaminant;out;;
Anabaena sp. 90;contaminant;contaminant;out;;
Anaerolinea;C;unknown;out;;
Anaerolinea thermophila;C;unknown;out;;
Anaerolineae bacterium;C;unknown;out;;
Anaeromyxobacter;C;neutral;3;;
Anaeromyxobacter dehalogenans;;neutral;3;;
Anaeromyxobacter sp. Fw109-5;Fe;neutral?;3;;
Anatilimnocola;contaminant;contaminant;out;;
Anatilimnocola aggregata;contaminant;contaminant;out;;
Ancylobacter;unknown;acidic;1;;
Ancylobacter pratisalsi;PGPB;acidic;1;;
Ancylobacter sp. TS-1;As;acidic;1;;
Anderseniella;aquatic;aquatic;out;;
Anderseniella sp. Alg231-50;aquatic;aquatic;out;;
Aneurinibacillus;unknown;unknown;out;;
Anoxybacillus;unknown;neutral to slightly alkaline;4;;
Aphanizomenon;aquatic;aquatic;out;;
Aphanizomenon flos-aquae;aquatic;aquatic;out;;
Aquabacter;aquatic;aquatic;out;;
Aquabacter sp. L1I39;aquatic;aquatic;out;;
Aquabacterium;aquatic;aquatic;out;;
Aquabacterium olei;aquatic;aquatic;out;;
Aquaspirillum;aquatic;aquatic;out;;
Aquaspirillum sp. LM1;aquatic;aquatic;out;;
Aquibium microcysteis;unknown;unknown;out;;
Aquibium oceanicum;aquatic;aquatic;out;;
Aquiflexum;aquatic;aquatic;out;;
Aquiflexum balticum;aquatic;aquatic;out;;
Aquincola;C;neutral;;;
Aquincola tertiaricarbonis;C;neutral;;;
Aquipluma;N;acidic;1;;
Aquipluma nitroreducens;N;acidic;1;;
Aquirufa;aquatic;aquatic;out;;
Aquisalimonas;aquatic;aquatic;out;;
Aquisalimonas sp. 2447;aquatic;aquatic;out;;
Aquisphaera;C;slightly alkaline;4;;
Aquisphaera giovannonii;C;slightly alkaline;4;;
Aquitalea;contaminant;contaminant;out;;
Aquitalea aquatilis;contaminant;contaminant;out;;
Aquitalea sp. USM4;contaminant;contaminant;out;;
Arachidicoccus;PGPB;unknown;out;;
Archangium;unknown;unknown;out;;
Archangium gephyra;unknown;unknown;out;;
Archangium violaceum;unknown;unknown;out;;
Arenimonas;unknown;unknown;out;;
Arenimonas daejeonensis;unknown;unknown;out;;
Aromatoleum;C;unknown;out;;
Aromatoleum aromaticum;C;unknown;out;;
Aromatoleum pumilum;C;unknown;out;;
Arthrobacter;C;neutral to alkaline;4;;
Arthrobacter agilis;C;neutral to alkaline;4;;
Arthrobacter alpinus;C;neutral to alkaline;4;;
Arthrobacter sp. 24S4-2;C;neutral to alkaline;4;;
Arthrobacter sp. FB24;C;neutral to alkaline;4;;
Arthrobacter sp. Hiyo4;C;neutral to alkaline;4;;
Arthrobacter sp. KBS0702;C;neutral to alkaline;4;;
Arthrobacter sp. PAMC25564;C;neutral to alkaline;4;;
Arthrobacter sp. U41;C;neutral to alkaline;4;;
Arthrobacter sp. UKPF54-2;C;neutral to alkaline;4;;
Asticcacaulis;unknown;acidic to neutral?;2;;
Asticcacaulis excentricus;unknown;acidic to neutral?;2;;
Aurantimonas;Mn;unknown;out;;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2746641/
Aureimonas;Au;neutral;3;;
Aureimonas mangrovi;Au;neutral;3;;
Aureimonas populi;Au;neutral;3;;
Aureimonas sp. AU20;Au;neutral;3;;
Azoarcus;N;neutral;3;;
Azoarcus communis;N;neutral;3;;
Azoarcus olearius;N;neutral;3;;
Azoarcus sp. CIB;N;neutral;3;;
Azoarcus sp. DD4;N;neutral;3;;
Azoarcus sp. DN11;N;neutral;3;;
Azoarcus sp. KH32C;N;neutral;3;;
Azorhizobium;N;unknown;out;;
Azorhizobium caulinodans;N;unknown;out;;
Azospira;N;neutral;3;;
Azospira oryzae;N;neutral;3;;
Azospira restricta;N;neutral;3;;
Azospirillum;N;acidic;1;;
Azospirillum brasilense;N;acidic;1;;
Azospirillum lipoferum;N;acidic;1;;
Azospirillum oryzae;N;acidic;1;;
Azospirillum thermophilum;N;acidic;1;;
Azospirillum thiophilum;N;acidic;1;;
Azotobacter;N;acidic;1;;
Bacillus;C;neutral to alkaline;4;;
Bacillus mycoides;C;neutral to alkaline;4;;
Bacillus pumilus;C;neutral to alkaline;4;;
Bacillus sp. 1NLA3E;C;neutral to alkaline;4;;
Bacillus sp. FJAT-22090;C;neutral to alkaline;4;;
Bacteriovorax;NA;neutral?;3;;
Bacteriovorax stolpii;NA;neutral?;3;;
bacterium;contaminant;contaminant;out;;
Bacteroides;unknown;unknown;out;;
Bacteroidetes bacterium;unknown;unknown;out;;
Bacteroidetes bacterium UKL13-3;unknown;unknown;out;;
Baekduia;unknown;unknown;out;;
Baekduia soli;unknown;unknown;out;;
Bdellovibrio;unknown;unknown;out;;parasitic auf Pseudomonas etc
Bdellovibrio bacteriovorus;unknown;unknown;out;;
Beijerinckia;metalls;unknown;out;;
Beijerinckia indica;metalls;unknown;out;;
Beijerinckiaceae bacterium;metalls;unknown;out;;
Beijerinckiaceae bacterium RH AL1;metalls;unknown;out;;
Belliella;C;unknown;out;;
Belliella baltica;aquatic;aquatic;out;;
Betaproteobacteria bacterium GR16-43;contaminant;contaminant;out;;
Betaproteobacteria bacterium UKL13-2;contaminant;contaminant;out;;
Bifidobacterium;C;unknown;out;;
Blastochloris;unknown;unknown;out;;
Blastochloris tepida;unknown;unknown;out;;
Blastochloris viridis;unknown;unknown;out;;
Blastococcus;unknown;unknown;out;;
Blastococcus saxobsidens;unknown;unknown;out;;
Blastomonas;unknown;unknown;out;;
Blastomonas sp. RAC04;unknown;unknown;out;;
Blattabacterium;contaminant;contaminant;out;;
Blautia;contaminant;contaminant;out;;in mammals
Bordetella;unknown;neutral;3;;
Bordetella bronchialis;unknown;neutral;3;;
Bordetella bronchiseptica;unknown;neutral;3;;
Bordetella flabilis;unknown;neutral;3;;
Bordetella genomosp. 13;unknown;neutral;3;;
Bordetella genomosp. 8;unknown;neutral;3;;
Bordetella genomosp. 9;unknown;neutral;3;;
Bordetella hinzii;unknown;neutral;3;;
Bordetella petrii;unknown;neutral;3;;
Bordetella sp. H567;unknown;neutral;3;;
Bordetella sp. N;unknown;neutral;3;;
Bordetella trematum;unknown;neutral;3;;
Bosea;unknown;neutral;3;;
Bosea sp. ANAM02;unknown;neutral;3;;
Bosea sp. AS-1;As, Sb;neutral;3;;
Bosea sp. F3-2;unknown;neutral;3;;
Bosea sp. PAMC 26642;lichen;neutral;3;;
Bosea sp. RAC05;unknown;neutral;3;;
Bosea sp. Tri-49;C, N;neutral;3;;
Bosea vaviloviae;PGPB;neutral;3;;
Brachybacterium;unknown;unknown;out;;
Bradyrhizobium;N;slightly acidic to neutral;2;;
Bradyrhizobium amphicarpaeae;N;slightly acidic to neutral;2;;
Bradyrhizobium arachidis;N;slightly acidic to neutral;2;;
Bradyrhizobium betae;N;slightly acidic to neutral;2;;
Bradyrhizobium canariense;N;slightly acidic to neutral;2;;
Bradyrhizobium cosmicum;N;slightly acidic to neutral;2;;
Bradyrhizobium diazoefficiens;N;slightly acidic to neutral;2;;
Bradyrhizobium erythrophlei;N;slightly acidic to neutral;2;;
Bradyrhizobium genosp. B;N;slightly acidic to neutral;2;;
Bradyrhizobium genosp. L;N;slightly acidic to neutral;2;;
Bradyrhizobium guangdongense;N;slightly acidic to neutral;2;;
Bradyrhizobium guangxiense;N;slightly acidic to neutral;2;;
Bradyrhizobium guangzhouense;N;slightly acidic to neutral;2;;
Bradyrhizobium icense;N;slightly acidic to neutral;2;;
Bradyrhizobium japonicum;N;slightly acidic to neutral;2;;
Bradyrhizobium lablabi;N;slightly acidic to neutral;2;;
Bradyrhizobium oligotrophicum;N;slightly acidic to neutral;2;;
Bradyrhizobium ottawaense;N;slightly acidic to neutral;2;;
Bradyrhizobium paxllaeri;N;slightly acidic to neutral;2;;
Bradyrhizobium sp.;N;slightly acidic to neutral;2;;
Bradyrhizobium sp. 1(2017);N;slightly acidic to neutral;2;;
Bradyrhizobium sp. 6(2017);N;slightly acidic to neutral;2;;
Bradyrhizobium sp. BTAi1;N;slightly acidic to neutral;2;;
Bradyrhizobium sp. CCBAU 051011;N;slightly acidic to neutral;2;;
Bradyrhizobium sp. CCBAU 51753;N;slightly acidic to neutral;2;;
Bradyrhizobium sp. CCBAU 51765;N;slightly acidic to neutral;2;;
Bradyrhizobium sp. CCBAU 53340;N;slightly acidic to neutral;2;;
Bradyrhizobium sp. CCBAU 53351;N;slightly acidic to neutral;2;;
Bradyrhizobium sp. CCBAU 53421;N;slightly acidic to neutral;2;;
Bradyrhizobium sp. ORS 278;N;slightly acidic to neutral;2;;
Bradyrhizobium sp. ORS 285;N;slightly acidic to neutral;2;;
Bradyrhizobium sp. PSBB068;N;slightly acidic to neutral;2;;
Bradyrhizobium sp. SK17;N;slightly acidic to neutral;2;;
Bradyrhizobium symbiodeficiens;N;slightly acidic to neutral;2;;
Bradyrhizobium vignae;N;slightly acidic to neutral;2;;
Bremerella;aquatic;aquatic;out;;
Bremerella volcania;aquatic;aquatic;out;;
Breoghania;C, N;unknown;out;;
Breoghania sp. L-A4;C, N;unknown;out;;
Brevibacillus;C;neutral;3;;
Brevibacterium;C;alkaline?;5;;
Brevibacterium casei;C;alkaline?;5;;
Brevibacterium luteolum;C;alkaline?;5;;
Brevibacterium sp. CS2;C;alkaline?;5;;
Brevundimonas;C;alkaline?;5;;
Brevundimonas diminuta;C;alkaline?;5;;
Brevundimonas goettingensis;C;alkaline?;5;;
Brevundimonas mediterranea;C;alkaline?;5;;
Brevundimonas naejangsanensis;C;alkaline?;5;;
Brevundimonas pondensis;C;alkaline?;5;;
Brevundimonas sp.;C;alkaline?;5;;
Brevundimonas sp. AJA228-03;C;alkaline?;5;;
Brevundimonas sp. Bb-A;C;alkaline?;5;;
Brevundimonas sp. CS1;C;alkaline?;5;;
Brevundimonas sp. LM2;C;alkaline?;5;;
Brevundimonas sp. M20;C;alkaline?;5;;
Brevundimonas sp. MF30-B;C;alkaline?;5;;
Brevundimonas sp. 'scallop';C;alkaline?;5;;
Brevundimonas sp. SGAir0440;C;alkaline?;5;;
Brevundimonas subvibrioides;C;alkaline?;5;;
Brevundimonas vesicularis;C;alkaline?;5;;
Brevundimonas vitisensis;C;alkaline?;5;;
Brochothrix;contaminant;contaminant;out;;
Brochothrix thermosphacta;contaminant;contaminant;out;;in wurst gefunden
Brucella;unknown;unknown;out;;
Brucella anthropi;unknown;unknown;out;;
Bryobacterales bacterium F-183;unknown;unknown;out;;
Burkholderia;N;acidic to neutral;2;;
Burkholderia cenocepacia;N;acidic to neutral;2;;
Burkholderia cepacia;N;acidic to neutral;2;;
Burkholderia gladioli;N;acidic to neutral;2;;
Burkholderia multivorans;N;acidic to neutral;2;;
Burkholderia pseudomallei;N;acidic to neutral;2;;
Burkholderia sp. AD24;N;acidic to neutral;2;;
Burkholderiaceae bacterium;N;acidic to neutral;2;;
Burkholderiales bacterium GJ-E10;N;acidic to neutral;2;;
Caballeronia;C;neutral;3;;
Caenibius;contaminant;contaminant;out;;
Caenibius tardaugens;contaminant;contaminant;out;;https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.02301-0
Caldibacillus;C;neutral;3;;
Caldibacillus thermoamylovorans;C;neutral;3;;
Caldicellulosiruptor;C;unknown;out;;
Caldilinea;unknown;unknown;out;;
Caldilinea aerophila;unknown;unknown;out;;
Calothrix;contaminant;contaminant;out;;
Campylobacter;contaminant;contaminant;out;;leben im darm von mammals
candidate division WWE3 bacterium CSP1-7;contaminant;contaminant;out;;
Candidatus Accumulibacter;P;neutral?;3;;
Candidatus Bipolaricaulis;unknown;unknown;out;;
Candidatus Brocadia;N;unknown;out;;
Candidatus Brocadia pituitae;N;unknown;out;;
Candidatus Brocadia sp.;N;unknown;out;;
Candidatus Campbellbacteria bacterium;unknown;unknown;out;;
Candidatus Competibacteraceae bacterium;C;unknown;out;;
Candidatus Desulfobacillus;N, S;unknown;out;;
Candidatus Desulfobacillus denitrificans;N, S;unknown;out;;
Candidatus Endoriftia;unknown;unknown;out;;
Candidatus Endoriftia persephone;unknown;unknown;out;;
Candidatus Filomicrobium marinum;aquatic;aquatic;out;;https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4424283/
Candidatus Fonsibacter;contaminant;contaminant;out;;
Candidatus Fonsibacter ubiquis;contaminant;contaminant;out;;
Candidatus Koribacter;C, Fe;unknown;out;;https://en.wikipedia.org/wiki/Koribacter_versatilis
Candidatus Koribacter versatilis;C, Fe;unknown;out;;
Candidatus Kuenenia;N;slightly alkaline;4;;
Candidatus Kuenenia stuttgartiensis;N;slightly alkaline;4;;
Candidatus Liberibacter solanacearum;unknown;unknown;out;;
Candidatus Megaira;aquatic;aquatic;out;;https://www.frontiersin.org/articles/10.3389/fmicb.2020.01425/full
Candidatus Methylomirabilis;C;unknown;out;;
Candidatus Methylomirabilis oxyfera;C;unknown;out;;
Candidatus Methylopumilus;C;unknown;out;;
Candidatus Methylopumilus planktonicus;C;unknown;out;;
Candidatus Methylopumilus turicensis;C;unknown;out;;
Candidatus Methylopumilus universalis;C;unknown;out;;
Candidatus Methylospira;C;unknown;out;;
Candidatus Methylospira mobilis;C;unknown;out;;
Candidatus Moranbacteria bacterium;unknown;unknown;out;;
Candidatus Nanopelagicus;C;unknown;out;;
Candidatus Nanopelagicus abundans;C;unknown;out;;
Candidatus Nanopelagicus hibericus;C;unknown;out;;
Candidatus Nitrospira inopinata;N;acidic;1;;
Candidatus Nitrospira kreftii;N;acidic;1;;
Candidatus Nitrotoga;N;neutral;3;;
Candidatus Nitrotoga fabula;N;neutral;3;;
Candidatus Nitrotoga sp. AM1P;N;neutral;3;;
Candidatus Nomurabacteria bacterium;unknown;unknown;out;;
Candidatus Planktophila;contaminant;contaminant;out;;
Candidatus Planktophila dulcis;contaminant;contaminant;out;;
Candidatus Planktophila lacus;contaminant;contaminant;out;;
Candidatus Planktophila limnetica;contaminant;contaminant;out;;
Candidatus Planktophila vernalis;contaminant;contaminant;out;;
Candidatus Planktophila versatilis;contaminant;contaminant;out;;
Candidatus Promineofilum;unknown;unknown;out;;
Candidatus Promineofilum breve;unknown;unknown;out;;
Candidatus Protochlamydia;unknown;unknown;out;;
Candidatus Protochlamydia amoebophila;unknown;unknown;out;;
Candidatus Protochlamydia naegleriophila;unknown;unknown;out;;
Candidatus Roizmanbacteria bacterium;unknown;unknown;out;;
Candidatus Saccharibacteria bacterium;C;unknown;out;;
Candidatus Symbiobacter;unknown;unknown;out;;
Candidatus Symbiobacter mobilis;unknown;unknown;out;;
Candidatus Tenderia;unknown;unknown;out;;
Candidatus Tenderia electrophaga;unknown;unknown;out;;
Candidatus Thiodictyon syntrophicum;S;neutral;3;;
Candidatus Viadribacter manganicus;Fe, Mn;unknown;out;;https://journals.asm.org/doi/10.1128/genomeA.00897-16
Capnocytophaga;C;neutral?;3;;
Carnobacterium;C;slightly alkaline;4;;https://microbewiki.kenyon.edu/index.php/Carnobacterium
Carnobacterium maltaromaticum;C;slightly alkaline;4;;
Casimicrobium;C, N, P;unknown;out;;
Casimicrobium huifangae;C, N, P;unknown;out;;
Catellatospora;unknown;unknown;out;;
Catellatospora sp. IY07-71;unknown;unknown;out;;
Caulifigura;unknown;slightly alkaline;4;;
Caulifigura coniformis;unknown;slightly alkaline;4;;
Caulobacter;C;acidic to neutral;2;;
Caulobacter flavus;C;acidic to neutral;2;;
Caulobacter henricii;C;acidic to neutral;2;;
Caulobacter mirabilis;C;acidic to neutral;2;;
Caulobacter rhizosphaerae;C;acidic to neutral;2;;
Caulobacter segnis;C;acidic to neutral;2;;
Caulobacter soli;C;acidic to neutral;2;;
Caulobacter sp. FWC26;C;acidic to neutral;2;;
Caulobacter vibrioides;C;acidic to neutral;2;;
Celeribacter;aquatic;aquatic;out;;https://www.ncbi.nlm.nih.gov/Taxonomy/Browser/wwwtax.cgi?mode=Info&id=875170
Cellulomonas;C, N;slightly alkaline;4;;
Cellulosimicrobium;unknown;unknown;out;;
Cellvibrio;C;unknown;out;;
Cellvibrio japonicus;C;unknown;out;;
Cellvibrio sp. KY-GH-1;C;unknown;out;;
Cellvibrio sp. PSBB006;C;unknown;out;;
Cellvibrio sp. PSBB023;C;unknown;out;;
Cereibacter;unknown;unknown;out;;
Cereibacter sphaeroides;unknown;unknown;out;;
Chamaesiphon;aquatic;aquatic;out;;https://de.wikipedia.org/wiki/Chamaesiphon
Chamaesiphon minutus;aquatic;aquatic;out;;
Chelatococcus;unknown;slightly acidic to neutral;2;;
Chelatococcus daeguensis;unknown;slightly acidic to neutral;2;;
Chelatococcus sp. CO-6;unknown;slightly acidic to neutral;2;;
Chitinibacter;C;unknown;out;;
Chitinimonas;unknown;unknown;out;;
Chitinimonas arctica;unknown;unknown;out;;
Chitinolyticbacter;C;unknown;out;;
Chitinolyticbacter meiyuanensis;C;unknown;out;;
Chitinophaga;C;unknown;out;;
Chitinophagaceae bacterium;unknown;unknown;out;;
Chloracidobacterium;unknown;unknown;out;;
Chlorobaculum;S;neutral;3;;
Chlorobi bacterium;S;unknown;out;;
Chloroflexi bacterium;aquatic;aquatic;out;;https://de.wikipedia.org/wiki/Gr%C3%BCne_Nichtschwefelbakterien
Chloroflexus;aquatic;aquatic;out;;https://de.wikipedia.org/wiki/Gr%C3%BCne_Nichtschwefelbakterien
Chondromyces;C;neutral?;3;;
Chondromyces crocatus;C;neutral?;3;;
Chromatiaceae bacterium 2141T.STBD.0c.01a;unknown;unknown;out;;
Chromobacterium;contaminant;contaminant;out;;
Chromobacterium sp. ATCC 53434;contaminant;contaminant;out;;
Chromobacterium violaceum;contaminant;contaminant;out;;
Chroococcidiopsis;C, N;unknown;out;;https://de.wikipedia.org/wiki/Chroococcidiopsis
Chryseobacterium;N;neutral;3;;https://de.wikipedia.org/wiki/Chryseobacterium
Chryseolinea;unknown;unknown;out;;
Chryseolinea soli;unknown;unknown;out;;
Ciceribacter;unknown;unknown;out;;
Ciceribacter selenitireducens;Se;unknown;out;;
Citrobacter;contaminant;contaminant;out;;enterobakerium im menschen
Clavibacter;C;unknown;out;;
Cloacibacterium;contaminant;contaminant;out;;
Clostridium;unknown;slightly acidic to neutral;2;;
Clostridium estertheticum;unknown;slightly acidic to neutral;2;;
Clostridium gasigenes;unknown;slightly acidic to neutral;2;;
Cobetia;unknown;unknown;out;;
Cohnella;C;neutral;3;;
Cohnella abietis;C;neutral;3;;
Cohnella herbarum;C;neutral;3;;
Collimonas;C;slightly acidic;2;;
Collimonas arenae;C;slightly acidic;2;;
Collimonas fungivorans;C;slightly acidic;2;;
Collimonas pratensis;C;slightly acidic;2;;
Comamonas;N;unknown;out;;
Comamonas aquatica;N;unknown;out;;
Comamonas kerstersii;N;unknown;out;;
Comamonas serinivorans;N;unknown;out;;
Comamonas sp. NLF-7-7;N;unknown;out;;
Comamonas terrigena;N;unknown;out;;
Comamonas testosteroni;N;unknown;out;;
Comamonas thiooxydans;N, S;unknown;out;;
Conexibacter;N;neutral?;3;;
Conexibacter sp. SYSU D00693;N;neutral?;3;;
Conexibacter woesei;N;neutral?;3;;
Corallococcus;C;neutral?;3;;
Corallococcus coralloides;C;neutral?;3;;
Corallococcus macrosporus;C;neutral?;3;;
Corynebacterium;C, N;neutral to slightly alkaline;4;;
Corynebacterium glucuronolyticum;C, N;neutral to slightly alkaline;4;;
Corynebacterium kefirresidentii;C, N;neutral to slightly alkaline;4;;
Corynebacterium kroppenstedtii;C, N;neutral to slightly alkaline;4;;
Corynebacterium matruchotii;C, N;neutral to slightly alkaline;4;;
Corynebacterium propinquum;C, N;neutral to slightly alkaline;4;;
Corynebacterium sanguinis;C, N;neutral to slightly alkaline;4;;
Corynebacterium tuberculostearicum;C, N;neutral to slightly alkaline;4;;
Corynebacterium ureicelerivorans;C, N;neutral to slightly alkaline;4;;
Corynebacterium xerosis;C, N;neutral to slightly alkaline;4;;
Crenobacter;unknown;slightly alkaline;4;;
Crenobacter cavernae;unknown;slightly alkaline;4;;
Criblamydia;aquatic;aquatic;out;;https://species.wikimedia.org/wiki/Criblamydia
Criblamydia sequanensis;aquatic;aquatic;out;;
Crinalium;unknown;unknown;out;;
Crinalium epipsammum;unknown;unknown;out;;
Croceicoccus;unknown;unknown;out;;
Croceicoccus marinus;aquatic;aquatic;out;;
Cryobacterium;C, P;slightly alkaline;4;;
Cryobacterium sp. LW097;C, P;slightly alkaline;4;;
Cryobacterium sp. SO1;C, P;slightly alkaline;4;;
Cupriavidus;C, N;neutral;3;;
Cupriavidus basilensis;C, N;neutral;3;;
Cupriavidus campinensis;C, N;neutral;3;;
Cupriavidus gilardii;C, N;neutral;3;;
Cupriavidus metallidurans;C, N;neutral;3;;
Cupriavidus necator;C, N;neutral;3;;
Cupriavidus oxalaticus;C, N;neutral;3;;
Cupriavidus pauculus;C, N;neutral;3;;
Cupriavidus pinatubonensis;C, N;neutral;3;;
Cupriavidus taiwanensis;C, N;neutral;3;;
Curtobacterium;contaminant;contaminant;out;;
Curtobacterium flaccumfaciens;contaminant;contaminant;out;;
Curvibacter;NA;unknown;out;;
Curvibacter putative symbiont of Hydra magnipapillata;NA;unknown;out;;
Curvibacter sp. AEP1-3;NA;unknown;out;;
Cutibacterium;contaminant;contaminant;out;;
Cutibacterium acnes;contaminant;contaminant;out;;
Cutibacterium avidum;contaminant;contaminant;out;;
Cutibacterium granulosum;contaminant;contaminant;out;;
Cyanobium;contaminant;contaminant;out;;
Cyclobacteriaceae bacterium;aquatic;aquatic;out;;https://de.wikipedia.org/wiki/Cyclobacteriaceae
Cylindrospermum;N;unknown;out;;
Cystobacter;unknown;neutral;3;;
Cystobacter fuscus;unknown;neutral;3;;
Cytobacillus;unknown;unknown;out;;
Cytophaga;C;unknown;out;;
Cytophaga hutchinsonii;C;unknown;out;;
Dechloromonas;C, N, Cl;neutral;3;;
Dechloromonas sp.;C, N, Cl;neutral;3;;
Dechloromonas sp. HYN0024;C, N, Cl;neutral;3;;
Dechloromonas sp. TW-R-39-2;C, N, Cl;neutral;3;;
Deefgea;unknown;unknown;out;;
Defluviicoccus;unknown;unknown;out;;
Defluviicoccus sp.;unknown;unknown;out;;
Defluviicoccus vanus;unknown;unknown;out;;
Dehalobacter;unknown;unknown;out;;
Dehalococcoides;C, halogene;neutral;3;;
Dehalococcoides mccartyi;C, halogene;neutral;3;;
Dehalogenimonas;unknown;unknown;out;;
Deinococcus;unknown;slightly acidic to alkaline;4;;
Deinococcus wulumuqiensis;unknown;slightly acidic to alkaline;4;;
Delftia;Au;acidic;1;;
Delftia acidovorans;Au;acidic;1;;
Delftia lacustris;Au;acidic;1;;
Delftia tsuruhatensis;Au;acidic;1;;
Deltaproteobacteria bacterium;contaminant;contaminant;out;;
Denitratisoma;N;neutral;3;;
Denitratisoma oestradiolicum;N;neutral;3;;
Denitratisoma sp. DHT3;N;neutral;3;;
Dermabacter;contaminant;contaminant;out;;
Dermacoccus;contaminant;contaminant;out;;
Dermacoccus nishinomiyaensis;contaminant;contaminant;out;;
Desulfitobacterium;C, S;unknown;out;;
