Name;assignment;pH;ref_pH;real_5;
Phylica lasiocarpa;contaminant;out;out;out;
Phyllostachys;contaminant;out;out;out;
Phyllostachys edulis;contaminant;out;out;out;
Physaria;herbaceous;unknown;out;out;
Physaria fendleri;contaminant;out;out;out;
Physcomitrium;contaminant;out;out;out;
Physcomitrium patens;contaminant;out;out;out;
Physochlaina;contaminant;out;out;out;
Physochlaina orientalis;contaminant;out;out;out;
Picea;tree;acidic;https://farmhomestead.com/soil-ph-preferences-trees/;1;
Picea abies;tree;acidic;https://farmhomestead.com/soil-ph-preferences-trees/;1;
Picea breweriana;contaminant;out;out;out;
Picea glauca;contaminant;out;out;out;
Picea glehnii;contaminant;out;out;out;
Picea koraiensis;contaminant;out;out;out;
Picea pungens;contaminant;out;out;out;
Picea sitchensis;contaminant;out;out;out;
Pilea;contaminant;out;out;out;
Pilea pumila;contaminant;out;out;out;
Pinguicula;herbaceous;neutral to alkaline;;4;
Pinus;tree;acidic;https://farmhomestead.com/soil-ph-preferences-trees/;1;
Pinus densiflora;contaminant;out;out;out;
Pinus kesiya;contaminant;out;out;out;
Pinus massoniana;contaminant;out;out;out;
Pinus pinaster;contaminant;out;out;out;
Pinus strobus;contaminant;out;out;out;
Pinus taeda;contaminant;out;out;out;
Pinus yunnanensis;contaminant;out;out;out;
Pistacia;contaminant;out;out;out;
Pistacia vera;contaminant;out;out;out;
Pisum;contaminant;out;out;out;
Pisum sativum;contaminant;out;out;out;
Plagiochila;contaminant;out;out;out;
Plagiochila chinensis;contaminant;out;out;out;
Plantago;herbaceous;slightly acidic;https://link.springer.com/article/10.1007/s11356-019-05535-x;2;
Platycarya;contaminant;out;out;out;
Platycodon;contaminant;out;out;out;
Platycodon grandiflorus;contaminant;out;out;out;
Pleuropogon;grass;unknown;out;out;
Pleuropogon sabinei;grass;unknown;out;out;
Poa;grass;slightly acidic to neutral;https://www.thegma.org.uk/learning/resources/turf-grasses-annual-meadow-grass-poa-annua?dt=2019-05-02&sig=wxf3hiQ2qkPhBWa1o4boUHbHvbTDaGxQcxAcegzXMfU%3D;2;
Poa palustris;grass;slightly acidic to neutral;https://www.thegma.org.uk/learning/resources/turf-grasses-annual-meadow-grass-poa-annua?dt=2019-05-02&sig=wxf3hiQ2qkPhBWa1o4boUHbHvbTDaGxQcxAcegzXMfU%3D;2;
Poa pratensis;grass;slightly acidic to neutral;https://www.thegma.org.uk/learning/resources/turf-grasses-annual-meadow-grass-poa-annua?dt=2019-05-02&sig=wxf3hiQ2qkPhBWa1o4boUHbHvbTDaGxQcxAcegzXMfU%3D;2;
Poa secunda;contaminant;out;out;out;
Podocarpus;contaminant;out;out;out;
Podocarpus macrophyllus;contaminant;out;out;out;
Pogonatum;moss;slightly acidic;https://www.researchgate.net/publication/47367443_Development_of_the_moss_Pogonatum_urnigerum_Hedw_P_Beauv_under_in_vitro_culture_conditions/fulltext/0f3174833829de22160eda5b/Development-of-the-moss-Pogonatum-urnigerum-Hedw-P-Beauv-under-in-vitro-culture-conditions.pdf;2;
Pogonatum inflexum;contaminant;out;out;out;
Polemonium;contaminant;out;out;out;
Polemonium chinense;contaminant;out;out;out;
Poliothyrsis;contaminant;out;out;out;
Poliothyrsis sinensis;contaminant;out;out;out;
Polygala;herbaceous;slightly acidic;https://hayloft.co.uk/pdf/How%20to%20Grow%20Polygala%20Purple%20Passion.pdf;2;
Polypodium;fern;neutral;https://myplantin.com/plant/1295;3;1 occurrence
Polypodium appalachianum;contaminant;out;out;out;
Polytrichastrum;moss;unknown;out;unknown;
Polytrichastrum alpinum;moss;unknown;out;unknown;
Polytrichum;moss;neutral;https://www.rhs.org.uk/biodiversity/algae-liverworts-moss-on-borders-containers;3;
Polytrichum commune;moss;neutral;https://www.rhs.org.uk/biodiversity/algae-liverworts-moss-on-borders-containers;3;
Polytrichum juniperinum;moss;neutral;https://www.rhs.org.uk/biodiversity/algae-liverworts-moss-on-borders-containers;3;
Pongamia;contaminant;out;out;out;
Pongamia pinnata;contaminant;out;out;out;
Populus;shrub;slightly acidic to slightly alkaline;https://www.gardenguides.com/101842-types-soil-grow-poplar-tree.html;3;1 occurrence
Populus alba;shrub;slightly acidic to slightly alkaline;https://www.gardenguides.com/101842-types-soil-grow-poplar-tree.html;3;
Populus angustifolia;contaminant;out;out;out;
Populus balsamifera;contaminant;out;out;out;
Populus davidiana;contaminant;out;out;out;
Populus davidiana x Populus alba var. pyramidalis;contaminant;out;out;out;
Populus deltoides;contaminant;out;out;out;
Populus euphratica;contaminant;out;out;out;
Populus fremontii x Populus angustifolia;contaminant;out;out;out;
Populus grandidentata;contaminant;out;out;out;
Populus heterophylla;contaminant;out;out;out;
Populus ilicifolia;contaminant;out;out;out;
Populus mexicana;contaminant;out;out;out;
Populus nigra;shrub;slightly acidic to slightly alkaline;https://www.gardenguides.com/101842-types-soil-grow-poplar-tree.html;3;3 occurrences
Populus pruinosa;contaminant;out;out;out;
Populus sieboldii x Populus grandidentata;contaminant;out;out;out;
Populus simonii;contaminant;out;out;out;
Populus suaveolens;contaminant;out;out;out;
Populus tomentosa;contaminant;out;out;out;
Populus tremula;shrub;slightly acidic to slightly alkaline;https://www.gardenguides.com/101842-types-soil-grow-poplar-tree.html;3;
Populus tremula x Populus alba;contaminant;out;out;out;
Populus tremula x Populus tremuloides;contaminant;out;out;out;
Populus tremuloides;contaminant;out;out;out;
Populus trichocarpa;contaminant;out;out;out;
Populus trichocarpa x Populus deltoides;contaminant;out;out;out;
Populus ussuriensis;contaminant;out;out;out;
Potamogeton;aquatic;out;out;out;
Potamogeton berchtoldii;aquatic;out;out;out;
Potamogeton gramineus;aquatic;out;out;out;
Potamogeton natans;aquatic;out;out;out;
Potamogeton perfoliatus;aquatic;out;out;out;
Potamogeton praelongus;aquatic;out;out;out;
Potamogeton pusillus;aquatic;out;out;out;
Potentilla;herbaceous;slightly acidic to neutral;https://gardenbeast.com/potentilla-guide/;2;
Potentilla ancistrifolia;contaminant;out;out;out;
Potentilla astragalifolia;contaminant;out;out;out;
Potentilla crantzii;herbaceous;slightly acidic to neutral;https://gardenbeast.com/potentilla-guide/;2;
Potentilla griffithii;contaminant;out;out;out;
Potentilla hyparctica;herbaceous;slightly acidic to neutral;https://gardenbeast.com/potentilla-guide/;2;
Potentilla indica;contaminant;out;out;out;
Potentilla lancinata;contaminant;out;out;out;
Potentilla micrantha;contaminant;out;out;out;
Potentilla micropetala;contaminant;out;out;out;
Potentilla nivea;herbaceous;slightly acidic to neutral;https://gardenbeast.com/potentilla-guide/;2;
Potentilla puberula;contaminant;slightly acidic to neutral;https://gardenbeast.com/potentilla-guide/;2;
Potentilla purpurascens;contaminant;slightly acidic to neutral;https://gardenbeast.com/potentilla-guide/;2;
Primula;herbaceous;slightly acidic;https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b564;2;
Primula matthioli;herbaceous;slightly acidic;https://www.missouribotanicalgarden.org/PlantFinder/PlantFinderDetails.aspx?kempercode=b564;2;
Primula sinensis;contaminant;out;out;out;
Prosopis;contaminant;out;out;out;
Prosopis alba;contaminant;out;out;out;
Prunus;contaminant;out;out;out;
Prunus armeniaca;contaminant;out;out;out;
Prunus avium;contaminant;out;out;out;
Prunus dulcis;contaminant;out;out;out;
Prunus mume;contaminant;out;out;out;
Prunus persica;contaminant;out;out;out;
Prunus virginiana;contaminant;out;out;out;
Prunus zippeliana;contaminant;out;out;out;
Pseudocherleria;herbaceous;unknown;out;out;
Pseudocrossidium;contaminant;out;out;out;
Pseudocrossidium replicatum;contaminant;out;out;out;
Pseudotsuga;contaminant;out;out;out;
Pseudotsuga menziesii;contaminant;out;out;out;
Psilotum;contaminant;out;out;out;
Psilotum nudum;contaminant;out;out;out;
Pteridium;fern;slightly acidic;https://pfaf.org/user/Plant.aspx?LatinName=Pteridium+aquilinum+esculentum;2;
Pteridium aquilinum;fern;slightly acidic;https://pfaf.org/user/Plant.aspx?LatinName=Pteridium+aquilinum+esculentum;2;
Pteridrys;contaminant;out;out;out;
Pterocarya;contaminant;out;out;out;
Pterocarya stenoptera;contaminant;out;out;out;
Pteroceltis;contaminant;out;out;out;
Pteroceltis tatarinowii;contaminant;out;out;out;
Ptilidium;moss;unknown;out;out;
Punica;contaminant;out;out;out;
Punica granatum;contaminant;out;out;out;
Purshia;contaminant;out;out;out;
Purshia tridentata;contaminant;out;out;out;
Pylaisia;moss;unknown;out;unknown;
Pylaisia polyantha;moss;unknown;out;unknown;
Pyrola;herbaceous;slightly acidic to slightly alkaline;https://pfaf.org/user/Plant.aspx?LatinName=Pyrola+rotundifolia;3;
Pyrola rotundifolia;herbaceous;slightly acidic to slightly alkaline;https://pfaf.org/user/Plant.aspx?LatinName=Pyrola+rotundifolia;3;
Pyrularia;contaminant;out;out;out;
Pyrularia pubera;contaminant;out;out;out;
Pyrus;contaminant;out;out;out;
Pyrus betulifolia;contaminant;out;out;out;
Pyrus pyrifolia;contaminant;out;out;out;
Pyrus spinosa;contaminant;out;out;out;
Pyrus x bretschneideri;contaminant;out;out;out;
Quercus;contaminant;out;out;out;
Quercus lobata;contaminant;out;out;out;
Quercus robur;contaminant;out;out;out;
Quercus suber;contaminant;out;out;out;
Radula;moss;unknown;out;out;2 occurrences
Radula complanata;moss;unknown;out;out;1 occurrence
Ranunculus;contaminant;out;out;out;
Ranunculus carpaticola;contaminant;out;out;out;
Ranunculus repens;contaminant;out;out;out;
Ranunculus sp. Qiu 95024;contaminant;out;out;out;
Raphanus;contaminant;out;out;out;
Raphanus sativus;contaminant;out;out;out;
Rhazya;contaminant;out;out;out;
Rhazya stricta;contaminant;out;out;out;
Rheum;herbaceous;slightly acidic to slightly alkaline;https://pfaf.org/user/Plant.aspx?LatinName=Rheum+%C3%97+hybridum;3;
Rhipsalis;contaminant;out;out;out;
Rhipsalis baccifera;contaminant;out;out;out;
Rhodamnia;contaminant;out;out;out;
Rhodamnia argentea;contaminant;out;out;out;
Rhodiola;herbaceous;slightly acidic to neutral;https://www1.agric.gov.ab.ca/$department/deptdocs.nsf/all/agdex13054/$file/188_20-2.pdf?OpenElement;2;
Rhodiola fastigiata;contaminant;out;out;out;
Rhodiola macrocarpa;contaminant;out;out;out;
Rhodiola sachalinensis;contaminant;out;out;out;
Rhodobryum;contaminant;out;out;out;
Rhodobryum laxelimbatum;contaminant;out;out;out;
Rhododendron;contaminant;out;out;out;
Rhododendron luraluense;contaminant;out;out;out;
Rhododendron simsii;contaminant;out;out;out;
Rhodotypos;contaminant;out;out;out;
Rhodotypos scandens;contaminant;out;out;out;
Ribes;shrub;slightly acidic to slightly alkaline;https://pfaf.org/user/Plant.aspx?LatinName=ribes;3;
Ribes uva-crispa;contaminant;out;out;out;
Ricinus;contaminant;out;out;out;
Ricinus communis;contaminant;out;out;out;
Rosa;contaminant;out;out;out;
Rosa bracteata;contaminant;out;out;out;
Rosa canina;contaminant;out;out;out;
Rosa chinensis;contaminant;out;out;out;
Rosa hybrid cultivar;contaminant;out;out;out;
Rosa multiflora;contaminant;out;out;out;
Rosa rugosa;contaminant;out;out;out;
Rotheca;contaminant;out;out;out;
Rotheca serrata;contaminant;out;out;out;
Rubus;contaminant;out;out;out;
Rubus coreanus;contaminant;out;out;out;
Rubus longisepalus;contaminant;out;out;out;
Rubus occidentalis;contaminant;out;out;out;
Rubus sachalinensis;contaminant;out;out;out;
Rumex;herbaceous;unknown;out;unknown;
Rumex acetosa;herbaceous;acidic;https://www.researchgate.net/publication/226706349_Correspondences_between_plants_and_soilenvironmental_factors_in_beech_forests_of_Central_Apennines_From_homogeneity_to_complexity;1;
Rumex dentatus;contaminant;out;out;out;
Rumex hypogaeus;contaminant;out;out;out;
Rumex obtusifolius;contaminant;out;out;out;
Rumex papillaris;contaminant;out;out;out;
Rumex sanguineus;contaminant;out;out;out;
Ruptiliocarpon;contaminant;out;out;out;
Ruptiliocarpon caracolito;contaminant;out;out;out;
Saccharum;contaminant;out;out;out;
Saccharum hybrid cultivar;contaminant;out;out;out;
Saccharum spontaneum;contaminant;out;out;out;
Sagittaria;aquatic;out;out;out;
Salacia;contaminant;out;out;out;
Salix;shrub;acidic to slightly alkaline;https://stormwater.pca.state.mn.us/index.php/Tree_species_list_-_pH_and_moisture_ranges;2;
Salix alaxensis;shrub;acidic to slightly alkaline;https://stormwater.pca.state.mn.us/index.php/Tree_species_list_-_pH_and_moisture_ranges;2;
Salix alba;contaminant;out;out;out;
Salix arbutifolia;contaminant;out;out;out;
Salix babylonica;contaminant;out;out;out;
Salix bakko;contaminant;out;out;out;
Salix bangongensis;contaminant;out;out;out;
Salix brachypoda;contaminant;out;out;out;
Salix burjatica;contaminant;out;out;out;
Salix caprea;shrub;acidic to slightly alkaline;https://stormwater.pca.state.mn.us/index.php/Tree_species_list_-_pH_and_moisture_ranges;2;
Salix cardiophylla;contaminant;out;out;out;
Salix cavaleriei;contaminant;out;out;out;
Salix dasyclados;shrub;acidic to slightly alkaline;https://stormwater.pca.state.mn.us/index.php/Tree_species_list_-_pH_and_moisture_ranges;2;
Salix discolor;contaminant;out;out;out;
Salix eriocephala;contaminant;out;out;out;
Salix fargesii;contaminant;out;out;out;
Salix fragilis;contaminant;out;out;out;
Salix gilgiana;contaminant;out;out;out;
Salix gordejevii;contaminant;out;out;out;
Salix helvetica;contaminant;out;out;out;
Salix hukaoana;contaminant;out;out;out;
Salix humboldtiana;contaminant;out;out;out;
Salix interior;contaminant;out;out;out;
Salix japonica;contaminant;out;out;out;
Salix lasiandra;contaminant;out;out;out;
Salix linearistipularis;contaminant;out;out;out;
Salix magnifica;contaminant;out;out;out;
Salix matsudana;contaminant;out;out;out;
Salix melanopsis;contaminant;out;out;out;
Salix miyabeana;contaminant;out;out;out;
Salix myrsinifolia;shrub;acidic to slightly alkaline;https://stormwater.pca.state.mn.us/index.php/Tree_species_list_-_pH_and_moisture_ranges;2;4 occurrences
Salix oreinoma;contaminant;out;out;out;
Salix oritrepha;contaminant;out;out;out;
Salix paraflabellaris;contaminant;out;out;out;
Salix pentandra;shrub;acidic to slightly alkaline;https://stormwater.pca.state.mn.us/index.php/Tree_species_list_-_pH_and_moisture_ranges;2;
Salix polaris;shrub;acidic to slightly alkaline;https://stormwater.pca.state.mn.us/index.php/Tree_species_list_-_pH_and_moisture_ranges;2;
Salix przewalskii;contaminant;out;out;out;
Salix pulchra;shrub;acidic to slightly alkaline;https://stormwater.pca.state.mn.us/index.php/Tree_species_list_-_pH_and_moisture_ranges;2;
Salix purpurea;contaminant;out;out;out;
Salix raddeana;contaminant;out;out;out;
Salix reinii;contaminant;out;out;out;
Salix riskindii;contaminant;out;out;out;
Salix rorida;shrub;acidic to slightly alkaline;https://stormwater.pca.state.mn.us/index.php/Tree_species_list_-_pH_and_moisture_ranges;2;2 occurrences
Salix rotundifolia x Salix phlebophylla;shrub;acidic to slightly alkaline;https://stormwater.pca.state.mn.us/index.php/Tree_species_list_-_pH_and_moisture_ranges;2;
Salix sachalinensis;contaminant;out;out;out;
Salix salviifolia;contaminant;out;out;out;
Salix schwerinii;contaminant;out;out;out;
Salix schwerinii x Salix viminalis;contaminant;out;out;out;
Salix setchelliana;contaminant;out;out;out;
Salix sp.;shrub;acidic to slightly alkaline;https://stormwater.pca.state.mn.us/index.php/Tree_species_list_-_pH_and_moisture_ranges;2;
Salix suchowensis;contaminant;out;out;out;
Salix tetrasperma;contaminant;out;out;out;
Salix triandra;shrub;acidic to slightly alkaline;https://stormwater.pca.state.mn.us/index.php/Tree_species_list_-_pH_and_moisture_ranges;2;
Salix variegata;contaminant;out;out;out;
Salix vestita;contaminant;out;out;out;
Salix viminalis;shrub;acidic to slightly alkaline;https://stormwater.pca.state.mn.us/index.php/Tree_species_list_-_pH_and_moisture_ranges;2;
Salix viminalis x Salix schwerinii;shrub;acidic to slightly alkaline;https://stormwater.pca.state.mn.us/index.php/Tree_species_list_-_pH_and_moisture_ranges;2;
Salix warburgii;contaminant;out;out;out;
Salix wilsonii;contaminant;out;out;out;
Salix x rubra;contaminant;out;out;out;
Salpinga;contaminant;out;out;out;
Salpinga maranonensis;contaminant;out;out;out;
Salvia;contaminant;out;out;out;
Salvia miltiorrhiza;contaminant;out;out;out;
Salvia yangii;contaminant;out;out;out;
Sanguisorba;herbaceous;neutral;https://www.gardenershq.com/Sanguisorba-Burnet.php;3;
Sanguisorba filiformis;contaminant;out;out;out;
Sanguisorba officinalis;herbaceous;neutral;https://www.gardenershq.com/Sanguisorba-Burnet.php;3;
Sanionia;moss;unknown;out;out;
Sanionia uncinata;moss;unknown;out;out;
Sapindus;contaminant;out;out;out;
Sapindus mukorossi;contaminant;out;out;out;
Saussurea;herbaceous;slightly acidic to slightly alkaline;https://pfaf.org/user/Plant.aspx?LatinName=Saussurea;3;
Saussurea costus;contaminant;out;out;out;
Saussurea involucrata;herbaceous;slightly acidic to slightly alkaline;https://pfaf.org/user/Plant.aspx?LatinName=Saussurea;3;1 occurrence
Saxifraga;herbaceous;neutral to slightly alkaline;https://www.seasonalgardening.co.uk/alpines/saxifraga.asp;4;
Saxifraga acerifolia;contaminant;out;out;out;
Saxifraga cernua;herbaceous;neutral to slightly alkaline;https://www.seasonalgardening.co.uk/alpines/saxifraga.asp;4;
Saxifraga egregia;contaminant;out;out;out;
Saxifraga eschscholtzii;contaminant;out;out;out;
Saxifraga hirculus;herbaceous;neutral to slightly alkaline;https://www.seasonalgardening.co.uk/alpines/saxifraga.asp;4;
Saxifraga oppositifolia;herbaceous;neutral to slightly alkaline;https://www.seasonalgardening.co.uk/alpines/saxifraga.asp;4;
Saxifraga rotundifolia;contaminant;out;out;out;
Saxifraga serpyllifolia;herbaceous;neutral to slightly alkaline;https://www.seasonalgardening.co.uk/alpines/saxifraga.asp;4;
Saxifraga sinomontana;herbaceous;neutral to slightly alkaline;https://www.seasonalgardening.co.uk/alpines/saxifraga.asp;4;
Saxifraga substrigosa;contaminant;out;out;out;
Saxifraga tricuspidata;contaminant;out;out;out;
Scapania;contaminant;out;out;out;
Scapania ampliata;contaminant;out;out;out;
Scapania simmonsii;contaminant;out;out;out;
Schefflera;contaminant;out;out;out;
Schiffneria;contaminant;out;out;out;
Schiffneria hyalina;contaminant;out;out;out;
Schisandra;contaminant;out;out;out;
Schisandra chinensis;contaminant;out;out;out;
Schisandra sphenanthera;contaminant;out;out;out;
Schistidium;moss;unknown;out;out;
Schrenkiella;contaminant;out;out;out;
Schrenkiella parvula;contaminant;out;out;out;
Scirpus;contaminant;out;out;out;
Scirpus sylvaticus;contaminant;out;out;out;
Scolopia;contaminant;out;out;out;
Scutellaria;contaminant;out;out;out;
Scutellaria kingiana;contaminant;out;out;out;
Scyphiphora;contaminant;out;out;out;
Scyphiphora hydrophyllacea;contaminant;out;out;out;
Secale;contaminant;out;out;out;
Secale cereale;contaminant;out;out;out;
Secale cereale x Triticum turgidum subsp. durum;contaminant;out;out;out;
Sedum;contaminant;out;out;out;
Selaginella;contaminant;out;out;out;
Selaginella moellendorffii;contaminant;out;out;out;
Sesamum;contaminant;out;out;out;
Sesamum indicum;contaminant;out;out;out;
Sesbania;contaminant;out;out;out;
Seseli;herbaceous;slightly acidic to slightly alkaline;https://pfaf.org/user/Plant.aspx?LatinName=Seseli;3;
Seseli marashicum;contaminant;out;out;out;
Sesuvium;contaminant;out;out;out;
Sesuvium portulacastrum;contaminant;out;out;out;
Setaria;contaminant;out;out;out;
Setaria viridis;contaminant;out;out;out;
Sibbaldia;herbaceous;unknown;out;out;
Sibbaldia retusa;contaminant;out;out;out;
Silene;herbaceous;acidic;https://www.thespruce.com/silene-plant-profile-5070414;1;
Silene conica;contaminant;out;out;out;
Silene latifolia;herbaceous;acidic;https://www.thespruce.com/silene-plant-profile-5070414;1;
Silene littorea;contaminant;out;out;out;
Silene noctiflora;contaminant;out;out;out;
Silene nutans;herbaceous;acidic;https://www.thespruce.com/silene-plant-profile-5070414;1;
Silene tatarica;contaminant;out;out;out;
Silene vulgaris;herbaceous;acidic;https://www.thespruce.com/silene-plant-profile-5070414;1;
Simmondsia;contaminant;out;out;out;
Simmondsia chinensis;contaminant;out;out;out;
Sinowilsonia;contaminant;out;out;out;
Sinowilsonia henryi;contaminant;out;out;out;
Smelowskia;herbaceous;unknown;out;out;
Solanum;contaminant;out;out;out;
Solanum lycopersicum;contaminant;out;out;out;
Solanum pennellii;contaminant;out;out;out;
Solanum pinnatisectum;contaminant;out;out;out;
Solanum tuberosum;contaminant;out;out;out;
Sophora;contaminant;out;out;out;
Sophora flavescens;contaminant;out;out;out;
Sorbus;contaminant;out;out;out;
Sorbus aucuparia;contaminant;out;out;out;
Sorghum;contaminant;out;out;out;
Sorghum bicolor;contaminant;out;out;out;
Sphagnum;contaminant;out;out;out;
Sphagnum palustre;contaminant;out;out;out;
Spinacia;contaminant;out;out;out;
Spinacia oleracea;contaminant;out;out;out;
Spiraea;shrub;slightly acidic to neutral;https://www.wilsonbrosgardens.com/planting-and-caring-for-japanese-spirea.html;2;
Spiraea betulifolia;contaminant;out;out;out;
Spiraea insularis;contaminant;out;out;out;
Spirodela;contaminant;out;out;out;
Spirodela intermedia;contaminant;out;out;out;
Spirodela polyrhiza;contaminant;out;out;out;
Spondias;contaminant;out;out;out;
Spondias mombin;contaminant;out;out;out;
Spondias tuberosa;contaminant;out;out;out;
Sporobolus;contaminant;out;out;out;
Sporobolus alterniflorus;contaminant;out;out;out;
Stangeria;contaminant;out;out;out;
Stangeria eriopus;contaminant;out;out;out;
Stellaria;herbaceous;unknown;out;out;
Stellaria media;herbaceous;unknown;out;out;
Stichoneuron;contaminant;out;out;out;
Stichoneuron caudatum;contaminant;out;out;out;
Stilpnolepis intricata;contaminant;out;out;out;
Stratiotes;aquatic;out;out;out;
Stratiotes aloides;aquatic;out;out;out;
Stuckenia;aquatic;out;out;out;
Stuckenia pectinata;aquatic;out;out;out;
Styphnolobium;contaminant;out;out;out;
Styphnolobium japonicum;contaminant;out;out;out;
Styrax;contaminant;out;out;out;
Styrax zhejiangensis;contaminant;out;out;out;
Syntrichia;contaminant;out;out;out;
Syntrichia caninervis;contaminant;out;out;out;
Syntrichia filaris;contaminant;out;out;out;
Syzygium;contaminant;out;out;out;
Syzygium oleosum;contaminant;out;out;out;
Tagetes;contaminant;out;out;out;
Tamarindus;contaminant;out;out;out;
Tamarindus indica;contaminant;out;out;out;
Taraxacum;herbaceous;acidic to slightly alkaline;https://link.springer.com/article/10.1007/s00128-018-2356-y;2;
Taraxacum officinale;herbaceous;acidic to slightly alkaline;https://link.springer.com/article/10.1007/s00128-018-2356-y;2;
Taraxacum sp. RHS-2016;contaminant;out;out;out;
Tarenaya;contaminant;out;out;out;
Tarenaya hassleriana;contaminant;out;out;out;
Taxus;contaminant;out;out;out;
Taxus cuspidata;contaminant;out;out;out;
Tetraplodon;moss;slightly acidic to neutral;https://www.researchgate.net/publication/272264365_Tetraplodon_angustatus_Bryopsida_Splachnaceae_in_the_Polish_Tatra_Mts;2;
Tetraplodon fuegianus;contaminant;out;out;out;
Thalictrum;contaminant;out;out;out;
Thalictrum dasycarpum;contaminant;out;out;out;
Thalictrum minus;contaminant;out;out;out;
Thalictrum simplex;contaminant;out;out;out;
Thamnochortus;contaminant;out;out;out;
Thamnochortus insignis;contaminant;out;out;out;
Thapsia;contaminant;out;out;out;
Thapsia garganica;contaminant;out;out;out;
Theobroma;contaminant;out;out;out;
Theobroma cacao;contaminant;out;out;out;
Thlaspi;herbaceous;unknown;out;out;2 occurrences
Thlaspi arcticum;contaminant;out;out;out;
Thuja;contaminant;out;out;out;
Thymus;herbaceous;acidic to slightly alkaline;https://www.researchgate.net/publication/291164918_An_overview_on_genus_Thymus/figures?lo=1&utm_source=google&utm_medium=organic;2;
Thymus sibthorpii;contaminant;out;out;out;
Tipularia;contaminant;out;out;out;
Tipularia szechuanica;contaminant;out;out;out;
Tiputinia;contaminant;out;out;out;
Tiputinia foetida;contaminant;out;out;out;
Tragopogon;herbaceous;slightly acidic;https://myplantin.com/plant/6886;2;
Tragopogon dubius;contaminant;out;out;out;
Triantha;contaminant;out;out;out;
Triantha glutinosa;contaminant;out;out;out;
Trifolium;contaminant;out;out;out;
Trifolium meduseum;contaminant;out;out;out;
Trifolium pratense;contaminant;out;out;out;
Trifolium repens;contaminant;out;out;out;
Trigastrotheca;contaminant;out;out;out;
Trigastrotheca stricta;contaminant;out;out;out;
Trigonotis;herbaceous;unknown;out;out;4 occurrences
Trigonotis peduncularis;herbaceous;unknown;out;out;4 occurrences
Triplostegia;contaminant;out;out;out;
Triplostegia glandulifera;contaminant;out;out;out;
Tripsacum;contaminant;out;out;out;
Tripsacum dactyloides;contaminant;out;out;out;
Tripterygium;contaminant;out;out;out;
Tripterygium wilfordii;contaminant;out;out;out;
Triticum;grass;slightly acidic to slightly alkaline?;;3;
Triticum aestivum;grass;slightly acidic to slightly alkaline?;https://pfaf.org/user/plant.aspx?LatinName=Triticum+aestivum;3;
Triticum aestivum/Thinopyrum intermedium alien addition line;contaminant;out;out;out;
Triticum dicoccoides;contaminant;out;out;out;
Triticum monococcum;contaminant;out;out;out;
Triticum turgidum;grass;slightly acidic to slightly alkaline;https://pfaf.org/User/Plant.aspx?LatinName=Triticum+turgidum+durum;3;
Triticum urartu;contaminant;out;out;out;
Turritis;herbaceous;slightly acidic to slightly alkaline;https://pfaf.org/user/Plant.aspx?LatinName=Turritis+glabra;3;
Turritis glabra;herbaceous;slightly acidic to slightly alkaline;https://pfaf.org/user/Plant.aspx?LatinName=Turritis+glabra;3;
Uncifera;contaminant;out;out;out;
Uncifera acuminata;contaminant;out;out;out;
Utricularia;aquatic;out;out;out;
Utricularia gibba;aquatic;out;out;out;
Utricularia reniformis;aquatic;out;out;out;
Vaccinium;herbaceous;acidic;https://etd.auburn.edu/handle/10415/5977;1;
Vaccinium corymbosum;contaminant;out;out;out;
Vaccinium dunalianum;contaminant;out;out;out;
Vaccinium japonicum;contaminant;out;out;out;
Vaccinium macrocarpon;contaminant;out;out;out;
Vaccinium uliginosum;herbaceous;acidic;https://etd.auburn.edu/handle/10415/5977;1;
Vaccinium vitis-idaea;herbaceous;acidic;https://etd.auburn.edu/handle/10415/5977;1;
Valantia;contaminant;out;out;out;
Valantia muralis;contaminant;out;out;out;
Valeriana;herbaceous;slightly acidic to neutral;https://www.gov.mb.ca/agriculture/crops/crop-management/valerian.html;2;
Valeriana flaccidissima;contaminant;out;out;out;
Valeriana jatamansi;contaminant;out;out;out;
Valeriana officinalis;herbaceous;slightly acidic to neutral;https://www.gov.mb.ca/agriculture/crops/crop-management/valerian.html;2;
Ventilago;contaminant;out;out;out;
Veratrum;herbaceous;slightly acidic to slightly alkaline;https://pfaf.org/user/Plant.aspx?LatinName=Veratrum+nigrum;3;
Veronica;herbaceous;neutral;https://www.thespruce.com/veronica-plant-profile-2132565;3;
Veronica chamaedrys;herbaceous;neutral;https://www.thespruce.com/veronica-plant-profile-2132565;3;2 occurrences
Veronica nakaiana;contaminant;out;out;out;
Veronicastrum;contaminant;out;out;out;
Vicia;contaminant;out;out;out;
Vicia faba;contaminant;out;out;out;
Vicia melanops;contaminant;out;out;out;
Vigna;contaminant;out;out;out;
Vigna angularis;contaminant;out;out;out;
Vigna radiata;contaminant;out;out;out;
Vigna unguiculata;contaminant;out;out;out;
Viola;herbaceous;slightly acidic;https://www.westcoastseeds.com/blogs/wcs-academy/grow-pansies-violas;2;
Viscum;contaminant;out;out;out;
Viscum album;contaminant;out;out;out;
Viscum liquidambaricola;contaminant;out;out;out;
Vitis;contaminant;out;out;out;
Vitis riparia;contaminant;out;out;out;
Vitis riparia x Vitis cinerea;contaminant;out;out;out;
Vitis vinifera;contaminant;out;out;out;
Wisteria;contaminant;out;out;out;
